(13.7, 1.0, 1.0)
(13.7, 1.0, 1.0)
(13.7, 1.0, 1.0)
(16.6, 1.0, -0.6)
(17.5, 1.0, -1.0)
(17.5, 1.0, -1.0)
(17.5, 1.0, -1.0)
(17.5, 1.0, -1.0)
(17.5, 1.0, -1.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(18.4, 1.0, 20.0)
(19.5, 1.0, 20.0)
(19.2, 1.0, 20.0)
(18.4, 1.0, 20.0)
(14.5, 1.0, 19.9)
(10.5, 1.0, 19.8)
(6.5, 1.0, 19.7)
(2.5, 1.0, 19.7)
(-1.4, 1.0, 19.6)
(-4.9, 1.0, 19.6)
(-8.3, 1.0, 19.5)
(-11.0, 1.0, 19.5)
(-11.0, 1.0, 19.5)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.0, 1.0, 20.0)
(16.1, 1.0, 20.0)
(13.0, 1.0, 19.4)
(11.9, 1.0, 19.5)
(11.8, 1.0, 19.6)
(8.8, 1.0, 19.7)
(6.0, 1.0, 19.9)
(5.3, 1.0, 19.9)
(4.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(18.8, 1.0, 20.0)
(15.5, 1.0, 20.0)
(12.0, 1.0, 19.9)
(9.8, 1.0, 17.6)
(6.8, 1.0, 16.5)
(3.4, 1.0, 16.7)
(0.5, 1.0, 17.4)
(-0.1, 1.0, 17.6)
(-0.6, 1.0, 17.7)
(-3.5, 1.0, 18.4)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.2, 1.0, 20.0)
(17.9, 1.0, 19.5)
(19.2, 1.0, 19.3)
(19.2, 1.0, 19.3)
(19.2, 1.0, 19.3)
(19.1, 1.0, 19.3)
(15.2, 1.0, 19.8)
(10.9, 1.0, 20.2)
(6.5, 1.0, 19.9)
(2.3, 1.0, 20.4)
(-2.1, 1.0, 20.7)
(-4.7, 1.0, 20.8)
(-8.6, 1.0, 20.6)
(-13.0, 1.0, 20.2)
(-15.0, 1.0, 15.7)
(-17.3, 1.0, 11.5)
(-17.3, 1.0, 6.6)
(-14.0, 1.0, 3.4)
(-9.4, 0.3, 4.0)
(-9.1, 0.2, 4.1)
(-8.8, 0.2, 4.1)
(-11.3, -1.9, 5.3)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
